,company_name,description,website,funding,industries,num_employees,headquarters,founded_date,industry_groups,full_description,filter
882,Stablix,Stablix Therapeutics is a biotechnology company pioneering the field of Targeted Protein Stabilization (TPS).,https://www.stablix.com/,63000000.0," Biotechnology, Health Care, Medical",101 to 250," New York, New York, United States",2021," Biotechnology, Health Care, Science and Engineering","Stablix Therapeutics is a biotechnology company pioneering the field of Targeted Protein Stabilization (TPS). The company’s resorted platform generates heterobifunctional small molecules (RESTORACS) that recruit deubiquitinase enzymes to remove ubiquitin from targeted proteins and consequently stabilize or increase target protein levels and activity. Stablix initially is leveraging the platform to develop programs to treat rare diseases, cancer, and immunological disorders.",software_2021
883,Replicate Bioscience,Replicate Bioscience creates novel oncology treatments to prevent and reverse drug resistance through a self-replicating RNA platform.,https://replicatebioscience.com/,6000000.0," Biotechnology, Health Care, Life Science, Therapeutics",01 to 10 ," San Diego, California, United States",2021," Biotechnology, Health Care, Science and Engineering","Replicate Bioscience creates novel oncology treatments to prevent and reverse drug resistance through a self-replicating RNA platform called SynRGY.

By deploying SynRGY technology, the company aims to design novel treatments that prevent the occurrence of drug resistance and create solutions that enhance the effectiveness of many immuno-oncology regimens.",software_2021
884,ReAlpha,ReAlpha develops a real estate platform that uses machine learning to help in making real estate investment decisions.,https://www.realpha.ai,1000000.0," Machine Learning, Real Estate, Software",01 to 10 ," New York, New York, United States",2021," Artificial Intelligence, Data and Analytics, Real Estate, Software","ReAlpha develops a real estate platform that uses machine learning to help in making real estate investment decisions. The company was founded by Sourav Goswami, Joseph Lee, and Pulkit Jaiswal in 2021 and is headquartered in New York, United States.",software_2021
885,RealEx,RealEx is a platform that allows users to invest in real estate and transform their student debt into financial independence.,https://www.realex.io,550000.0," Bitcoin, Cryptocurrency, Financial Services, Real Estate",01 to 10 ," Cheyenne, Wyoming, United States",2021," Financial Services, Payments, Real Estate, Software","RealEx is a platform that allows users to invest in real estate and transform their student debt into financial independence. The company was founded in 2021 by Hilary Silvia and Chelsea Snyder and is headquartered in Cheyenne, Wyoming.",software_2021
886,Phalanx,"Phalanx changes how organizations approach data security by making automated, encrypted file security the baseline standard.",https://www.phalanx.io/,120000.0," Analytics, Big Data, Cyber Security, Data Integration, Data Storage, Database, Information Technology, Software",01 to 10 ," Arlington, Virginia, United States",01-01-21 0:00," Data and Analytics, Hardware, Information Technology, Privacy and Security, Software",,software_2021
887,Openlytics,Openlytics allows Data Workers to create pipelines for data transformation and analysis in a visual way.,http://openlytics.io/,600000.0,Enterprise Software,01 to 10 ," San Francisco, California, United States",2021,Software,"Openlytics is a visual analytics platform. It allows Data Workers to create pipelines for data transformation and analysis, in a visual way. Our mission is to empower everyone in the organization to solve data problems, without waiting for developers.

Openlytics is an early-stage company, looking to build a founding team that can shape the direction of the product. We’re seed-funded, remote-first, and hiring.

If you're interested in learning more, email us at hello@openlytics.io.",software_2021
888,Nirvana Insurance,Modern fleet insurance that rewards safety,http://www.nirvanatech.com/,3200000.0," InsurTech, Internet of Things",01 to 10 ," San Francisco, California, United States",01-01-21 0:00," Financial Services, Internet Services",,software_2021
889,New Dawn Crop Performance,New Dawn Crop Performance is an agribusiness that is dedicated to removing waste from the crop input supply chain.,https://newdawncropperformance.com/,200000.0," Agriculture, AgTech, Farming",01 to 10 ," Steele, North Dakota, United States",2021,Agriculture and Farming,"New Dawn Crop Performance is an agribusiness that is dedicated to removing waste from the crop input supply chain. The company was founded in 2021 and is headquartered in Steele, North Dakota, United States.",software_2021
890,MyMarkit,Fintech Ledger Marketplace - A New Way To Shop,https://www.mymarkit.com,500000.0," Banking, Blockchain, Consumer, FinTech, Internet, Marketplace, Virtual Currency",11 to 50," Playa Vista, California, United States",01-01-21 0:00," Commerce and Shopping, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software","MyMarkit is the first fintech ledger marketplace where consumers bypass loss using one-of-a-kind blockchain automation technology to shop. Our transaction ledgers between users mine a true digital currency that is backed directly to commodities, creating value-backed digital ledger assets for physical goods. This allows sellers to keep 100% of what they sell (no more fees) and for buyers to procure the lowest prices possible (no more markup). Our IP ledger/sensor tech also creates 100% fail-proof authentication for the first time. MyMarkit is starting in the luxury resale space and moving into retail verticals.",software_2021
891,MutualMarkets,MutualMarkets is an AI powered marketing technology platform.,https://www.mutualmarkets.net/,3000000.0," Artificial Intelligence, Machine Learning, Software",01 to 10 ," Franklin Lakes, New Jersey, United States",01-01-21 0:00," Artificial Intelligence, Data and Analytics, Science and Engineering, Software",,software_2021
892,Makara Digital,Makara Digital is a cryptocurrency investing platform that offers a secure proprietary trading technology that was built for digital assets.,https://makaradigital.com,2085000.0," Bitcoin, Cryptocurrency, Financial Services",11 to 50," Seattle, Washington, United States",2021," Financial Services, Payments, Software","Makara Digital is a cryptocurrency investing platform that offers a secure proprietary trading technology that was built for digital assets. The company was founded in 2021 by Sadie Raney and Jesse Proudman and is headquartered in Seattle, Washington, United States.",software_2021
