,Categories,Closed Date Year,Description,Founded Date,Headquarters Location,Number of Founders,Number of Funding Rounds,Organization Name,Total Funding Amount,success
143,"Business Development, Local, Parenting",2012,Yurpy provides an online platform for local mom and pop businesses to showcase printable deals to local consumers.,2010,"New Orleans, Louisiana, United States",1.0,1.0,Yurpy,25000.0,0.0
144,"Food and Beverage, Food Delivery, Hospitality, Internet, Restaurants",2012,TastyNow is an online business-to-business platform that provides restaurant search engine and online food ordering services.,2009,"San Antonio, Texas, United States",,1.0,TastyNow,25000.0,0.0
145,Social Media,2012,"Adeyoh, a web-publishing platform, eliminates dependency on corporate sponsorships and provides free web services.",2009,"Marietta, South Carolina, United States",1.0,1.0,Adeyoh,12000.0,0.0
146,"Banking, Finance, Financial Services",2012,"SpotBanks provides business intelligence for banks, credit unions, and vendors.",2010,"West Chester, Pennsylvania, United States",2.0,1.0,SpotBanks,22000.0,0.0
147,"Apps, Art, Mobile",2012,Krikle offers an iOS camera application that enables users to leave virtual graffiti such as drawings or messages.,2011,"Memphis, Tennessee, United States",,1.0,Krikle,15000.0,0.0
148,"Digital Entertainment, Marketing, Social Media",2012,El Teatro is a technology-driven entertainment company specializing in digital cinema and new media distribution and marketing.,2010,"Los Angeles, California, United States",,1.0,El Teatro,40000.0,0.0
149,"Events, Social Media, Video",2012,"Wmbly is an online event engine that allows individuals and organizations to host, promote, and monetize live and on-demand events.",2010,"San Francisco, California, United States",,1.0,wmbly,20000.0,0.0
150,"Identity Management, Reputation",2012,TrustMob is an internet reputation system aggregating users’ activities across the web.,2011,"Kenmore, Washington, United States",1.0,1.0,TrustDegrees,11000.0,0.0
151,"Contact Management, Information Services, Online Portals",2012,Linksify offers a contact information sharing system that gives users control over how their information is shared online.,2009,"Richmond, California, United States",1.0,1.0,Linksify,500000.0,0.0
152,Small and Medium Businesses,2012,BidModo provides a free service that connects small business owners with local companies.,2009,"Austin, Texas, United States",,1.0,BidModo,5266132.0,0.0
153,"iOS, Mobile, Venture Capital",2012,"TapZilla offers daily deals for paid mobile apps, giving users the chance to get paid apps for free.",2010,"San Francisco, California, United States",,1.0,TapZilla,5266132.0,0.0
154,"Animal Feed, Marketplace, Pet",2012,Stayhound connects people who love their pets with others who can pet sit for them.,2011,"Portland, Oregon, United States",,1.0,Stayhound,5266132.0,0.0
155,"Non Profit, Web Development",2012,Bellstrike provides instant websites for nonprofits with any learning required.,2011,"Greenville, South Carolina, United States",1.0,1.0,Bellstrike,5266132.0,0.0
156,"Information Technology, Internet, Location Based Services, Machine Learning, Mobile Apps, Security",2012,Zipano develops and commercializes user-controllable privacy technologies to promote the adoption of applications and services.,2009,"Pittsburgh, Pennsylvania, United States",,1.0,Zipano,25000.0,0.0
157,"Fitness, Food and Beverage, Franchise, Nightclubs, Restaurants, Wellness",2012,"Washington DC's first fit restaurant, lounge & nightclub",2009,"Washington, District of Columbia, United States",1.0,1.0,"Funxion Foods Restaurant, Lounge & Nightclub",2000000.0,0.0
158,"Collaboration, Consulting, Financial Services, Small and Medium Businesses",2012,FOURward Thought was a consultancy for small businesses.,2010,"Macedon, New York, United States",,1.0,FOURward Thought,4000.0,0.0
159,"E-Commerce, Software",2012,Hotclick offers a video shopping network that operates as a marketplace for transactional videos.,2009,"Laguna Beach, California, United States",,1.0,HotClickVideo,525000.0,0.0
160,Hospitality,2012,Gruburg was a food recommendation engine that offered restaurant locations based on a user's food preference.,2010,"Seattle, Washington, United States",2.0,1.0,Gruburg,3500.0,0.0
161,"Advertising, Events, Fashion, Loyalty Programs, SaaS, Social Media",2012,Social Collective develops software that provides hosted services for event organizers.,2009,"Arlington, Virginia, United States",,1.0,Social Collective,20000.0,0.0
162,"Messaging, Video Chat",2012,Hopscot.ch is a peer-to-peer video chat community where users can create or join live topic-specific events.,2010,"Milwaukee, Wisconsin, United States",,1.0,Hopscot.ch,50000.0,0.0
163,"Cloud Computing, E-Commerce, Enterprise Software, Internet",2012,"Savtira delivers an enterprise class e-commerce platform for the marketing, selling and distribution of digital content and physical goods.",2010,"Tampa, Florida, United States",,2.0,Savtira Corporation,5266132.0,0.0
164,"Advertising, Finance",2012,mobile ad optimization,2010,"New York, New York, United States",,1.0,mobintent,5266132.0,0.0
165,"Gaming, Messaging",2012,Voxli offers browser-based group voice chat for gamers and teams.,2009,"California, Maryland, United States",1.0,1.0,MatSatVoxli,15000.0,0.0
166,"Android, iOS, Mobile",2012,"LeftRight Studios offers MogiMe Platform, a social mobile platform that helps brands motivate, entertain, and engage their customers.",2009,"Pittsburgh, Pennsylvania, United States",3.0,1.0,LeftRight Studios,25000.0,0.0
167,"Finance, Lead Generation, Real Estate, Real Time",2012,Nelbee is a real-time real estate scheduling tool.,2011,"New York, New York, United States",2.0,1.0,Nelbee,5266132.0,0.0
168,"Education, Internet",2012,"Thucy gives users the chance to take, organize, share and collaborate notes and information across multiple platforms.",2011,"Rancho Santa Margarita, California, United States",1.0,1.0,Thucy,10000.0,0.0
169,"Advertising, E-Commerce, Web Design",2012,"Full-service design, development and marketing solutions.",2009,"San Diego, California, United States",,1.0,Odegard Media,1750000.0,0.0
170,"Android, Mobile, Online Games",2012,Rivono develops multiplayer mobile games for iOS and Android.,2010,"Glendale, California, United States",2.0,1.0,Rivono,5266132.0,0.0
171,Messaging,2012,Say-Hey provides VRS and IP relay communication services for the deaf and hard of hearing.,2009,"Roseville, California, United States",1.0,1.0,Say-Hey,95000.0,0.0
172,"Advertising, Coupons, News",2012,"Chasing Savings offers AdLogix, a platform that offers a suite of digital advertising, online couponing, and publication services.",2009,"Alpharetta, Georgia, United States",1.0,1.0,Chasing Savings,500000.0,0.0
173,"Enterprise Software, SaaS, Web Development",2012,All Together Now offers a range of SaaS productivity and communication tools for business teams.,2011,"Santa Cruz, California, United States",,1.0,All Together Now,5266132.0,0.0
174,"Internet, Software",2012,TV Interactive Systems provides content recognition services to internet TV apps.,2009,"New York, New York, United States",,1.0,TV Interactive Systems,5266132.0,0.0
175,"Credit Cards, Finance, Financial Services, Personal Finance, Search Engine",2012,Banksnob is an international credit card comparison site.,2011,"Houston, Texas, United States",,1.0,Banksnob,5266132.0,0.0
176,"Education, Semantic Web, Training, Video Conferencing, Video Streaming",2012,Find Free Webinars & Online Education,2009,"Irvine, California, United States",,1.0,WebinarHero,5266132.0,0.0
177,"Contact Management, File Sharing, Privacy",2012,Sharing Information Managment,2010,"Golden, Colorado, United States",2.0,1.0,WayConnected,5266132.0,0.0
178,"Contact Management, Lead Generation, SaaS, Software",2012,InsideAxis is an on-demand sales intelligence platform that offers technical insights into Fortune 1000 accounts.,2009,"Redwood City, California, United States",,1.0,InsideAxis,5266132.0,0.0
179,"Analytics, Machine Learning, Natural Language Processing, SaaS, Social Media, Social Media Management",2012,"Sonda41, a SaaS-based social media analytics app, converts customer feedback into corrective actions for improved business performance.",2012,"Sunnyvale, California, United States",,1.0,Sonda41,5266132.0,0.0
180,Web Design,2012,"StyleJam is a place where web designers can meet, showcase, learn and make deals through portfolios.",2010,"Seattle, Washington, United States",,1.0,StyleJam,5266132.0,0.0
181,"E-Commerce, Shopping",2012,BilNeur helps businesses to monetize their idle resources by renting them out to people who need them.,2011,"Sunnyvale, California, United States",,1.0,Bilneur,5266132.0,0.0
182,"Blogging Platforms, Online Portals, Publishing",2012,TwtBks is an online platform that enables users to publish and convert their tweets into ebooks.,2009,"San Francisco, California, United States",2.0,1.0,TwtBks,25000.0,0.0
183,"Loyalty Programs, Social Media, Web Hosting",2012,Social Media Cause Marketing,2011,"Cambridge, Massachusetts, United States",,1.0,Responsible City,5266132.0,0.0
184,"Fitness, Health Care, Nutrition, Wellness",2012,wellness nutrition solutions,2010,"Cleveland, Ohio, United States",,1.0,freshbag,5266132.0,0.0
185,Enterprise Software,2012,"Integrity IT Solutions specializes zero and cloud PC client solutions with advanced management, desktop virtualization and cloud software.",2010,"Independence, Ohio, United States",,1.0,Integrity IT Solutions,5266132.0,0.0
186,"Automotive, Customer Service, Service Industry",2012,InCab Design helping truckers find more useable space in their cabs.,2011,"Avoca, Iowa, United States",,1.0,InCab Design,5266132.0,0.0
187,"Education, Software",2012,The mission of the saints during group is develop novel medical education software.,2011,"Siler City, North Carolina, United States",,1.0,St Surin Group,5266132.0,0.0
188,"Apps, Messaging",2012,Twibingo enables people to play bingo games and have fun while following their friends and family on Twitter.,2009,"New York, New York, United States",1.0,1.0,Twibingo,50000.0,0.0
189,"Finance, FinTech, Personal Finance, Real Estate, Software",2013,Planwise vision is to create technology that people trust to help them make financial decisions and take control of their personal economy.,2011,"San Mateo, California, United States",1.0,4.0,Planwise,1610000.0,0.0
190,"E-Commerce, Social Network, Video",2013,Chill is social video discovery platform.,2010,"Los Angeles, California, United States",2.0,2.0,Chill,9500000.0,0.0
191,"Children, E-Commerce, Parenting",2013,"Totsy is an e-commerce platform selling prenatal care products and top brands for moms, babies and children.",2009,"New York, New York, United States",2.0,4.0,Totsy,29500000.0,0.0
192,"Online Portals, Photo Sharing, Photography",2013,"1000Memories allows people to organize, share, and discover old photos and memories and set up family trees.",2010,"San Francisco, California, United States",3.0,2.0,1000memories,2535000.0,1.0
193,"Human Computer Interaction, Web Browsers",2013,"VYou is an app allowing its users to get advice from experts, interact with celebrities and organizations, and communicate with friends.",2009,"New York, New York, United States",3.0,1.0,VYou,3000000.0,0.0
194,"Legal, Mobile, Music",2013,"Beyond Oblivion, a music and technology company, offers Bonic, a social music service that distributes a legal music library from a cloud.",2009,"New York, New York, United States",,3.0,Beyond Oblivion,174000000.0,0.0
