,Company.name,Company Business,Category,Company Revenue,Competitor count (cap at 10),Competitor Revenue in Total,HHI
703,combatantgentlemen,High quality menswear. Hand tailored service. Absurd value.,"E-Commerce, Fashion, Retail Technology, Supply Chain Management",5.3,10,98284.4,0.265396795
704,casamatic,Casamatic instantly matches you to the perfect home.,"Home Services, Real Estate",1.0,10,871.5,0.418524086
705,atomized,"Connect your team, Editorial content & other apps in a beautiful simple view.","Advertising, Brand Marketing, Data Integration, Enterprise Software, Marketing, SaaS",19.2,9,326.3,0.439605965
706,planday,"Planday is the workforce collaboration platform that enables managers and hourly workers to communicate, collaborate, and get work done.","Apps, Enterprise Software, Human Resources",1.4,9,90.6,0.497314933
707,saiseinetworks,Saisei develops network performance enforcement solutions for large enterprises and service providers worldwide.,"Analytics, Cloud Computing, IT Infrastructure, Network Security, Software, Telecommunications",9.5,10,2181.2,0.298068142
708,writelab,"WriteLab is an online writing platform offering immediate, objective, and constructive responses to any writer's prose.","Machine Learning, News, Training",3.8,9,865.0,0.666944996
709,veryapt,VeryApt is a data-driven concierge rental platform that makes finding the perfect apartment effortless.,"Consumer Reviews, Real Estate, Rental Property",1.5,10,395.8,0.517335509
710,colorgenomics,Color Genomics provides a service that helps people proactively manage their health through affordable and clinical-grade genetic data.,"Biotechnology, Genetics, Machine Learning, Product Design",10.0,10,57344.0,0.981141445
711,zoomph,"Helping teams, brands and agencies measure the value of sponsorships & understanding their audiences.","Analytics, Data Visualization, SaaS, Social CRM, Social Media, Social Media Management, Social Media Marketing, Sponsorship",10.0,10,176.9,0.22284901
712,bbgventures,BBG Ventures is an early stage fund focused on consumer tech startups with a female founder.,Finance,3.0,8,68.9,0.15767787800000002
713,doggybnb,DoggyBnB is a friendship based dog sitting network,"Collaborative Consumption, Marketplace, Pet, Private Social Networking, Sharing Economy, Social Network",4.0,10,201.0,0.216311477
714,sqoop,"A news discovery network for journalists. News, before it's news.","Journalism, News",1.0,10,106.5,0.234890784
715,callr,Callr simplifies conference calling for corporate environments.,"Customer Service, Mobile, Product Search",8.3,10,751.5,0.45728457
716,wazala,Wazala is an ecommerce solution that anyone can use to sell online.,"E-Commerce, Shopping",1.0,8,121.0,0.192228673
717,hyperscience,HyperScience creates AI-centered enterprise solutions for automating work.,"Artificial Intelligence, Big Data, Enterprise Applications, Enterprise Software, Machine Learning, Predictive Analytics",2.0,10,313.2,0.5524872820000001
718,wevorce,"Wevorce offers web-based technology and a community of trained attorneys, counselors, and other experts to help couples divorce amicably.","Advice, Communities, Consulting, Legal, Service Industry",4.4,10,2915.8,0.92239047
719,revfluence,Scalable content powered by influencers,"Brand Marketing, Content Creators, Digital Marketing",3.0,10,64.1,0.166104054
720,sourcegraph,Sourcegraph is creating the best way to read and understand code.,"Developer Tools, Enterprise Software, Software",3.0,10,7427.1,0.475847834
721,acclaim,Acclaim facilitates constructive discussions and feedback around video content.,Education,28.1,1,12.2,0.577831278
722,silverwing,"Charter a private jet in minutes, not hours.","Aerospace, Brand Marketing, E-Commerce, Travel",1.0,8,1144.8,0.469031054
723,moneylion,"MoneyLion is empowering the American dream by providing everyone access to better products for borrowing, saving and investing.","Artificial Intelligence, Consumer Lending, Credit, Financial Services, FinTech",3.7,10,251.6,0.45703902
724,parionsciences,"Parion Sciences is a development stage company dedicated to research, development,","Biotechnology, Medical",1.0,8,354.4,0.329961235
725,ivincipartners,iVinci Health equips healthcare distributors with tools and insights to manage the complexities of the patient receivables market.,"Health Care, Medical, Professional Services",5.0,10,466.7,0.5585964370000001
726,lacoonsecurity,Lacoon Mobile Security offers a solution that assesses mobile risks and enables enterprises to detect and eliminate mobile attacks.,"Cyber Security, Security, Software",1.0,10,382.1,0.6831213009999999
727,solidinteractive,,,4.4,8,79.6,0.330228403
728,graybug,GrayBug is a biotechnology company developing technologies to treat eye diseases.,"Biotechnology, Health Care, Medical",28.6,9,38.6,0.165172219
729,mongoosemetrics,"Mongoose Metrics is the authority for exposing what happens before, during and after phone conversations to assist clients with actionable","Analytics, Biometrics, Marketing Automation",1.0,9,197.3,0.308532395
730,nventi,Nventi helps organizations commercialize technology in an unprecedented way.,"Big Data, Intellectual Property, SaaS",5.7,7,105.1,0.251586772
731,bioconsortia,"BioConsortia, based in Davis, California, is an agricultural biotechnology company that uses a proprietary method for the selection of","Agriculture, Biotechnology, Farming",1.0,8,13436.7,0.994546054
732,colonialbankfsb,Colonial Bank FSB began in 1913 as a mortgage association in downtown Bridgeton.,"Banking, Finance, Financial Services",17.9,10,913.8,0.7430835929999999
733,livongohealth,Livongo is empowering people with chronic conditions to live a better life.,"Health Care, Health Diagnostics, Information Technology, Wellness",30.0,9,96.8,0.24551559
734,paracosm,"Paracosm develops mobile 3D scanning, progress monitoring, and visualization solutions to help construction teams build better, faster.","3D Technology, Augmented Reality, Real Estate, Robotics, SaaS, Software",1.2,9,77.2,0.344616634
735,extremeplasticsplus,Extreme Plastics Plus is a family-owned company built on experience and old-fashioned hard work.,"Advanced Materials, Fashion, Service Industry",5.0,3,34.0,0.437716263
