company_name,city,state,employees,founded,Industry,CityRanking,estimated_revenues,job_openings,growth_percentage
Exencial Wealth Advisors,Oklahoma City,OK,74,,6,2041,15540000.0,1,17%
VoiceFoundry,Tulsa,OK,80,2017.0,4,2058,11600000.0,1,60%
"JCPenney Leadership Program - Price College of Business, University of Oklahoma",Norman,OK,75,,38 ,2197,13500000.0,1,56%
Moore,Tulsa,OK,353,,18,2215,88250000.0,1,16%
Avantive Solutions,Tulsa,OK,76,1998.0,18,2245,19000000.0,1,55%
Oklahoma Children's Hospital OU Health,Oklahoma City,OK,275,,8,2369,74250000.0,1,54%
Xpress Wellness Urgent Care,Oklahoma City,OK,106,2014.0,22,2654,28620000.0,19,33%
WFX Logistics,Oklahoma City,OK,38,,12,2669,11590000.0,1,65%
Glo Tanning,Oklahoma City,OK,48,2009.0,19,2679,12960000.0,1,66%
Tailwind,Oklahoma City,OK,101,2012.0,20,2712,14645000.0,1,33%
MNCL Inc (Multi National Consulting Lines),Tulsa,OK,85,2005.0,4,2747,12325000.0,1,47%
Wallace Finance,McAlester,OK,62,1980.0,6,3037,13020000.0,1,41%
Banning Contracting Services,Tulsa,OK,42,2013.0,16,3531,13650000.0,1,50%
Educational Development Corporation / Usborne Books & More,Tulsa,OK,215,1965.0,59,3655,52245000.0,1,35%
Ashton Gray,Oklahoma City,OK,58,,17,3696,16820000.0,1,49%
Gateway First Bank,Jenks,OK,250,,32,3739,52500000.0,1,20%
EMSA- Emergency Medical Services Authority,Oklahoma City,OK,83,1977.0,8,3959,22410000.0,1,32%
TVC Pro-Driver,Oklahoma City,OK,71,,41,3965,23288000.0,1,31%
DNI (Delaware Nation Industries),Oklahoma City,OK,252,2015.0,4,4019,36540000.0,1,32%
Robinson Park,Oklahoma City,OK,43,1905.0,11,4091,0.0,1,43%
SB Directional Services,Oklahoma City,OK,34,2016.0,73,4175,8330000.0,1,42%
WEOKIE Federal Credit Union,Oklahoma City,OK,44,1969.0,6,4203,9240000.0,1,42%
InterBank,Oklahoma City,OK,92,,32,4212,19320000.0,1,30%
Coury Hospitality,Tulsa,OK,124,,45,4297,31496000.0,1,29%
Immy,Norman,OK,96,1979.0,14,4657,14880000.0,1,26%
First Physicians Capital Group,Oklahoma City,OK,64,,25,4701,0.0,1,25%
W Energy Software,Tulsa,OK,151,,73,4969,36995000.0,1,25%
Action Group Staffing,Tulsa,OK,54,1992.0,39,5060,6480000.0,1,35%
Unit Drilling Company,Oklahoma City,OK,135,1963.0,73,5111,33075000.0,1,24%
FlasHOLR Official,Oklahoma City,OK,36,,4,5137,5220000.0,1,33%
St. Mary's Regional Medical Center,Enid,OK,60,1915.0,8,5205,16200000.0,1,22%
Oklahoma Tourism and Recreation Department,Oklahoma City,OK,45,1972.0,74,5350,11385000.0,1,32%
Spring Dental (We're Hiring!),Jenks,OK,53,2014.0,8,5381,14310000.0,1,33%
Duit Construction Co.,Edmond,OK,165,1969.0,17,5438,47850000.0,1,22%
Epic Charter Schools,OKLAHOMA CITY,OK,523,,67,5454,86295000.0,1,27%
Walmart DC 7015,Ochelata,OK,300,1962.0,72,5565,0.0,1,22%
AHS Staffing,Edmond,OK,300,2008.0,39,5673,36000000.0,1,21%
"Stride Bank, N.A.",Enid,OK,116,1905.0,32,5711,24360000.0,1,21%
ENACOMM,Tulsa,OK,56,1986.0,4,5784,8120000.0,1,30%
YouVersion,Edmond,OK,112,2007.0,75,5789,0.0,1,20%
Blue Sky Bank,Pawhuska,OK,36,1905.0,32,5922,7560000.0,1,29%
GoFresh,Tulsa,OK,68,1941.0,23,5927,18360000.0,1,19%
Oklahoma Arthritis Center,Edmond,OK,64,2000.0,8,6084,17280000.0,1,19%
Delaware Resource Group,Oklahoma City,OK,411,2002.0,70,6338,126588000.0,1,21%
Whitetail Environmental,Jay,OK,45,2010.0,28,6508,9450000.0,1,25%
Hurricane Express,Colcord,OK,59,1988.0,41,6768,19352000.0,1,23%
ZERO,Tulsa,OK,87,2016.0,8,6770,23490000.0,1,14%
B & H CONSTRUCTION,NORMAN,OK,49,,17,6776,14210000.0,1,23%
Vesta Realty,Tulsa,OK,35,2017.0,11,6923,0.0,1,21%
Cemplex Group,Oklahoma City,OK,30,2014.0,17,6933,8700000.0,1,20%
The Porch,Norman,OK,41,2017.0,52,6961,7175000.0,1,21%
OGI Process Equipment,Sand Springs,OK,47,2014.0,73,7018,11515000.0,1,21%
Northeast Oklahoma Electric Cooperative,Vinita,OK,58,,69,7023,12760000.0,1,21%
Stronghold Resource Partners,Oklahoma City,OK,112,2016.0,33,7213,25424000.0,1,12%
Chickasha High School,Chickasha,OK,39,,38 ,7260,7020000.0,1,18%
Setco Solid Tire and Rim Assembly,Idabel,OK,39,,34,7262,9555000.0,1,18%
Certified Source Staffing Professionals,Tulsa,OK,52,2015.0,39,7320,6240000.0,1,18%
Cleveland Area Healthcare System,Cleveland,OK,41,1963.0,8,7365,11070000.0,1,17%
Private Label Supplements,Oklahoma City,OK,31,2013.0,19,7439,8370000.0,1,15%
Farmers Grain Company,Pond Creek,OK,45,1917.0,23,7452,12150000.0,1,15%
CareATC,Tulsa,OK,321,2000.0,19,7601,86670000.0,1,8%
CareATC,Tulsa,OK,321,2000.0,19,7602,86670000.0,1,8%
Paramount Field Services,Tulsa,OK,52,2008.0,73,7939,12740000.0,1,2%
Fishtown Analytics,Philadelphia,PA,83,2016.0,64,1,6815000.0,5,295%
Seegrid,Pittsburgh,PA,336,2003.0,37,1,118608000.0,36,56%
West Shore Home,Mechanicsburg,PA,502,2006.0,17,62,145580000.0,146,50%
Passage Bio,Philadelphia,PA,86,2018.0,14,2,13330000.0,16,161%
Idelic,Pittsburgh,PA,69,2016.0,1,2,20336000.0,15,50%
Duolingo,Pittsburgh,PA,840,2011.0,76,3,138600000.0,97,59%
Penn Interactive,Philadelphia,PA,222,2015.0,77,3,44844000.0,46,192%
RoadRunner Recycling,Pittsburgh,PA,286,2014.0,28,4,60060000.0,23,42%
Century Therapeutics,Philadelphia,PA,113,2018.0,14,4,17515000.0,2,98%
Ethos Cannabis,Philadelphia,PA,122,,19,5,32940000.0,2,190%
Castellan Solutions,Audubon,PA,112,2020.0,4,195,16240000.0,4,187%
PowerPay - home improvement financing,Ardmore,PA,55,2017.0,2,201,11550000.0,1,244%
Purolite Corporation,King of Prussia,PA,350,1981.0,44,6,0.0,1,5%
Nerd Street Gamers,Philadelphia,PA,93,2009.0,78,7,19065000.0,1,94%
vybe urgent care,Philadelphia,PA,76,2016.0,22,8,20520000.0,11,21%
Transparent Health Marketplace,Wayne,PA,34,2015.0,1,332,0.0,1,42%
Crossbeam,Philadelphia,PA,59,2018.0,4,10,8555000.0,1,127%
Niche.com,Pittsburgh,PA,205,2002.0,64,5,22475000.0,47,58%
Houwzer,Philadelphia,PA,133,2015.0,3,12,9120000.0,29,53%
Red Nucleus,Yardley,PA,260,,79,13,42900000.0,7,35%
Polytek Development Corp,Easton,PA,71,1984.0,44,447,0.0,1,31%
gettacar.com,Philadelphia,PA,74,2018.0,80,14,10730000.0,1,57%
Helping Hands Family,King of Prussia,PA,45,2019.0,8,15,12150000.0,1,165%
Ilera Healthcare,Plymouth Meeting,PA,70,2016.0,8,16,18900000.0,1,52%
Carisma Therapeutics,Philadelphia,PA,47,2016.0,14,17,7285000.0,1,47%
Tmunity Therapeutics,Philadelphia,PA,105,2015.0,14,19,16275000.0,11,52%
Marinus Pharma,Radnor,PA,76,,40,613,0.0,1,46%
Patriot Growth Insurance Services,Fort Washington,PA,34,2019.0,0,20,7480000.0,1,55%
Beemac Logistics,Pittsburgh,PA,87,1984.0,12,6,26535000.0,26,14%
Gecko Robotics,Pittsburgh,PA,125,2013.0,37,7,44125000.0,14,30%
Maven Machines,Pittsburgh,PA,64,2014.0,41,8,20992000.0,1,39%
KnowFully Learning Group,Radnor,PA,62,2019.0,67,760,10230000.0,1,63%
Security Risk Advisors,Philadelphia,PA,183,2010.0,21,23,37332000.0,1,20%
Krystal Biotech,Pittsburgh,PA,81,,14,9,12555000.0,5,42%
"Ancillare, LP",Horsham,PA,76,2006.0,12,863,23180000.0,1,29%
WebFX,Harrisburg,PA,393,1996.0,18,864,98250000.0,7,18%
B Lab,Berwyn,PA,76,,81,24,24548000.0,7,90%
Impact Health,King of Prussia,PA,291,1987.0,19,25,78570000.0,1,98%
DuckDuckGo,Paoli,PA,142,2008.0,4,26,20590000.0,1,97%
Proscia,Philadelphia,PA,52,2014.0,1,27,7540000.0,1,58%
WizeHire,Houston,PA,50,2014.0,65,10,7250000.0,1,56%
Avenue 365 Lender Services,Plymouth Township,PA,127,2010.0,0,967,27940000.0,1,95%
Wharton Investment and Trading Group,Philadelphia,PA,52,,6,28,10920000.0,1,126%
Azzur Group,Hatboro,PA,322,,40,1049,64722000.0,1,38%
Young Alfred,Philadelphia,PA,37,2016.0,2,30,8140000.0,1,48%
People 2.0,Exton,PA,249,2001.0,39,31,29880000.0,1,19%
Harbor Compliance,Lancaster,PA,77,2012.0,54,1121,20790000.0,1,88%
Excellerent,Pittsburgh,PA,124,2012.0,4,11,17980000.0,1,88%
ConnectDER,Philadelphia,PA,30,2011.0,28,32,6300000.0,1,43%
Recovery Centers of America,King of Prussia,PA,887,,8,33,239490000.0,1,30%
Genesis-Diagnostics,Langhorne,PA,63,,8,1180,17010000.0,1,85%
Stuffed PuffsÂ® Filled Marshmallows,Bethlehem,PA,66,,23,1233,17820000.0,1,83%
Edge Case Research,Pittsburgh,PA,57,2013.0,4,12,8265000.0,1,39%
Endo Pharmaceuticals,Malvern,PA,177,,40,34,35577000.0,1,38%
Guru,Philadelphia,PA,215,2013.0,82,35,31755000.0,1,8%
IT Solutions Consulting,Fort Washington,PA,130,1994.0,4,36,18850000.0,1,65%
ALL4,Kimberton,PA,150,2002.0,28,1407,31500000.0,1,35%
"FinPay, L.L.C.",King of Prussia,PA,42,2015.0,8,37,11340000.0,1,31%
Gregory FCA,Ardmore,PA,114,1990.0,83,1466,0.0,1,5%
PENELEC,Meadville,PA,155,,69,1469,34100000.0,1,5%
TheraTraQ,Reading,PA,38,2019.0,40,1517,7638000.0,1,100%
Carnegie Museum of Natural History,Pittsburgh,PA,191,1895.0,84,13,0.0,1,3%
Spruce Infotech,Exton,PA,87,2011.0,4,38,12615000.0,26,45%
North Lane,Conshohocken,PA,137,1997.0,6,40,28770000.0,1,71%
Wharton Undergraduate Finance Club (WUFC),Philadelphia,PA,41,,6,42,8610000.0,1,95%
Printing Impressions,Philadelphia,PA,189,1958.0,59,44,45927000.0,1,70%
IAM Robotics,Sewickley,PA,78,2012.0,37,14,27534000.0,1,70%
Thomas Jefferson University,Philadelphia,PA,212,,8,47,57240000.0,1,-3%
Biomeme,Philadelphia,PA,67,2012.0,14,48,10385000.0,1,68%
PDC Machines,Warminster,PA,59,1977.0,15,1776,5900000.0,1,20%
JAFLO INC.,Allentown,PA,58,1965.0,69,1913,12760000.0,1,16%
Harmony Biosciences,Plymouth Meeting,PA,172,2017.0,14,49,26660000.0,1,8%
2X,Newtown Square,PA,128,2017.0,85,50,0.0,1,64%
MRO,Norristown,PA,694,2002.0,8,1935,0.0,1,7%
GO2,Philadelphia,PA,109,2015.0,80,51,13244000.0,1,63%
PA Health Management,Lancaster,PA,59,2012.0,8,1990,15930000.0,1,84%
Suvoda,Conshohocken,PA,519,2012.0,40,52,104319000.0,14,40%
Spartronics,Williamsport,PA,148,,68,2044,36260000.0,1,61%
Pareto Health,Philadelphia,PA,85,2011.0,0,53,18700000.0,1,60%
PhaseBio Pharmaceuticals,Malvern,PA,52,2002.0,14,54,8060000.0,1,11%
Centri Business Consulting,Philadelphia,PA,82,2011.0,27,55,13366000.0,10,49%
LINKBANK,Camp Hill,PA,53,,32,56,11130000.0,1,23%
Insight PA Cyber Charter School,Exton,PA,106,,67,58,17490000.0,1,58%
PrimePay,West Chester,PA,594,1986.0,6,59,124740000.0,1,-4%
Wharton Asia Exchange,Philadelphia,PA,50,2001.0,62,60,0.0,1,79%
Pennsylvania American Water,Mechanicsburg,PA,137,,69,2258,30140000.0,1,27%
Diversified Treatment Alternative Centers,Milton,PA,601,1991.0,8,2259,162270000.0,1,68%
NeuroFlow,Philadelphia,PA,71,2017.0,19,61,19170000.0,1,54%
Schedule Engine,Lancaster,PA,40,2016.0,4,2293,5800000.0,1,74%
Inovio Pharmaceuticals,Plymouth Meeting,PA,288,,14,63,0.0,1,26%
TTG Imaging Solutions,Pittsburgh,PA,63,,86,15,0.0,1,54%
UGI International,Valley Forge,PA,132,,73,2322,32340000.0,1,26%
Phenom People,Ambler,PA,965,2010.0,4,2360,139925000.0,13,27%
nanoGriptech,Pittsburgh,PA,32,2009.0,15,16,3200000.0,1,0%
Moravia Health,Philadelphia,PA,84,,8,64,22680000.0,1,53%
Castle Creek Biosciences,Exton,PA,34,2020.0,14,65,5270000.0,1,42%
The Daily Collegian,State College,PA,92,1887.0,55,2486,18860000.0,1,51%
HealthVerity,Philadelphia,PA,122,2014.0,1,67,16675000.0,8,45%
New Story Schools,Mountville,PA,42,,38 ,2552,7560000.0,1,68%
Arias Agencies,Pittsburgh,PA,179,2008.0,6,17,37590000.0,54,23%
SmartRent,Scottsdale,AZ,215,2017.0,3,1,6240000.0,3,330%
VA Hub,Phoenix,AZ,75,,48,2,12900000.0,1,369%
Nikola Motor Company,Phoenix,AZ,498,2015.0,42,3,1000000.0,144,99%
Paradigm Laboratories,Tucson,AZ,66,2014.0,8,37,17820000.0,1,313%
GMI - Global Market Innovators,Phoenix,AZ,80,2020.0,4,4,11600000.0,1,220%
Restoration Builders Inc.,Phoenix,AZ,57,2017.0,17,5,16530000.0,1,104%
Verra Mobility,Mesa,AZ,609,1987.0,41,6,338200000.0,26,-2%
Global Roofing Group,Phoenix,AZ,80,1971.0,17,7,23200000.0,1,196%
Cerberus Sentinel,Scottsdale,AZ,60,2019.0,21,8,12240000.0,1,150%
American Traffic Solutions,Mesa,AZ,269,1987.0,41,9,88232000.0,1,-2%
Paradox,Scottsdale,AZ,193,2016.0,4,10,27985000.0,18,86%
Balbec Capital LP,Scottsdale,AZ,67,2010.0,33,11,15209000.0,1,29%
Stealth Partner Group,Scottsdale,AZ,70,2009.0,0,12,15400000.0,1,150%
Goettl Air Conditioning,Tempe,AZ,165,,5,13,41415000.0,1,21%
Weld North Education,Scottsdale,AZ,164,,67,14,27060000.0,1,76%
Trainual,Scottsdale,AZ,51,2014.0,4,15,7395000.0,1,65%
CampusLogic,Chandler,AZ,167,2013.0,76,16,27720000.0,5,13%
Prenda,Mesa,AZ,104,2015.0,76,17,18720000.0,1,136%
Apisero,Chandler,AZ,665,2010.0,4,18,96425000.0,1,152%
Valor Global,Phoenix,AZ,506,2018.0,48,19,87032000.0,1,36%
Fairway Independent Mortgage Corporation,Glendale,AZ,449,2016.0,11,20,0.0,1,94%
Six Sigma Management Institute by Dr. Mikel J. Harry,Scottsdale,AZ,62,2003.0,79,21,10230000.0,1,100%
JFQ Lending,Scottsdale,AZ,321,2017.0,6,22,67410000.0,1,104%
Ascend Behavior Partners,Phoenix,AZ,80,2017.0,8,23,21600000.0,1,100%
NATURE'S MEDICINES,Phoenix,AZ,100,2013.0,87,24,27000000.0,1,27%
Emerge,Scottsdale,AZ,154,2017.0,4,25,22330000.0,1,81%
Fullbay,Phoenix,AZ,56,2010.0,41,26,18368000.0,1,37%
TheBest Claims Solutions,Phoenix,AZ,93,1997.0,0,27,20460000.0,1,79%
Evercast,Scottsdale,AZ,49,2015.0,4,28,7105000.0,1,104%
GT Medical Technologies,Tempe,AZ,38,2017.0,7,29,9538000.0,1,31%
Arevon,Scottsdale,AZ,71,2017.0,28,30,14910000.0,1,73%
VMI,Phoenix,AZ,281,1987.0,42,31,92730000.0,7,0%
NucleusTeq,Phoenix,AZ,35,2018.0,4,32,5075000.0,1,94%
Dansons,Phoenix,AZ,187,,5,33,46937000.0,1,28%
Modern Vascular,Mesa,AZ,82,2017.0,8,34,22140000.0,1,41%
StrataTech Education Group,Phoenix,AZ,54,,38 ,35,9720000.0,4,17%
ArmorWorks,Chandler,AZ,164,,70,36,0.0,1,67%
ExecHQ,Phoenix,AZ,80,2019.0,25,37,0.0,1,67%
WebPT,Phoenix,AZ,501,2008.0,1,38,72645000.0,1,5%
Arizona Sustainability Alliance,Phoenix,AZ,34,2017.0,28,39,7140000.0,1,89%
Cafe Valley,Marion,AZ,108,1987.0,23,40,29160000.0,1,23%
Collabtech Group,Mesa,AZ,36,2015.0,4,41,5220000.0,1,16%
HomeSmart,Scottsdale,AZ,39,2000.0,11,42,0.0,1,30%
MGA Home Healthcare,Paradise Valley,AZ,652,,8,43,176040000.0,1,7%
National Education Partners,Scottsdale,AZ,255,,38 ,44,45900000.0,1,65%
Healthcare Outcomes Performance Co.,Phoenix,AZ,130,,8,45,35100000.0,1,48%
Barrio Queen,Scottsdale,AZ,72,,52,46,12600000.0,1,18%
Trusona,Scottsdale,AZ,42,2015.0,21,47,6090000.0,1,11%
Copperstate Farms,Phoenix,AZ,65,2016.0,5,48,16315000.0,1,59%
Metris Global,Queen Creek,AZ,72,2011.0,70,49,22176000.0,20,33%
Statistics & Data Corporation (SDC),Tempe,AZ,178,2005.0,14,50,27590000.0,29,44%
Allbound,Phoenix,AZ,59,2014.0,88,51,8120000.0,1,7%
Glendale Elementary School District No 40,Glendale,AZ,110,,38 ,52,19800000.0,1,57%
CYR3CON,Tempe,AZ,54,2016.0,4,53,7830000.0,1,6%
Kind Hospitality,Mesa,AZ,48,,23,54,12960000.0,1,33%
Ategrity Specialty Insurance Company,Scottsdale,AZ,62,2018.0,0,55,13640000.0,1,55%
Phoenix Logistics,Mesa,AZ,192,1991.0,70,56,59136000.0,1,55%
Jason Mitchell Real Estate,Scottsdale,AZ,133,2006.0,11,57,0.0,1,53%
Angry Crab Shack,Mesa,AZ,91,2009.0,52,58,15925000.0,1,23%
RiceBran Technologies,Scottsdale,AZ,32,2005.0,23,59,8640000.0,1,-3%
Embark Behavioral Health,Tempe,AZ,125,,8,60,33750000.0,1,51%
The Global Chamber,Scottsdale,AZ,134,2014.0,62,61,0.0,1,51%
Tech Fabric,Gilbert,AZ,59,2017.0,4,62,8555000.0,1,69%
St. Luke's Behavioral Health Center,Phoenix,AZ,61,1969.0,8,63,16470000.0,1,49%
Cadence Senior Living,Scottsdale,AZ,112,2016.0,45,64,28448000.0,1,49%
Pima Heart & Vascular,Tucson,AZ,68,1980.0,8,2651,18360000.0,1,48%
Healthcare & Wellness Industry,Scottsdale,AZ,87,1978.0,19,65,23490000.0,1,47%
Hello Rache,Sierra Vista,AZ,155,2017.0,8,2707,41850000.0,1,48%
Auer Precision Company,Mesa,AZ,60,1972.0,7,66,15060000.0,1,46%
Desert Mountain Club,Scottsdale,AZ,89,,45,67,22606000.0,1,46%
NEXA Mortgage,Chandler,AZ,588,2017.0,6,68,123480000.0,1,53%
4D Global Medical Billing Services,Scottsdale,AZ,74,2015.0,8,69,19980000.0,1,45%
360 Industrial Services,Tempe,AZ,94,2013.0,39,70,11280000.0,1,45%
Buena Vista Health & Recovery Centers,Chandler ,AZ,55,2017.0,8,71,14850000.0,1,62%
Willmeng Construction,Phoenix,AZ,267,1977.0,17,72,77430000.0,1,45%
GO Car Wash,Gilbert,AZ,35,2019.0,42,73,11550000.0,1,46%
Super Star Car Wash,Phoenix,AZ,79,1995.0,42,74,26070000.0,1,44%
NSF's NOIRLab,Tucson,AZ,70,2019.0,49,2940,7140000.0,1,43%
arrivia,Scottsdale,AZ,263,1997.0,74,75,66539000.0,1,43%
PXG (PARSONS XTREME GOLF),Scottsdale,AZ,287,2014.0,10,76,45920000.0,1,42%
Design Pickle,Scottsdale,AZ,386,2015.0,30,77,93798000.0,1,43%
The Opportunity Tree,Phoenix,AZ,31,1963.0,29,78,0.0,1,55%
Centauri Health Solutions,Phoenix,AZ,679,,8,79,183330000.0,1,8%
CIVANA,Carefree,AZ,59,2017.0,74,76,14927000.0,1,55%
The Loan Store,Tucson,AZ,37,2013.0,6,3204,7770000.0,1,54%
Pragmatic Institute (Pragmatic Marketing + TDI),Scottsdale,AZ,93,1993.0,79,80,15345000.0,3,37%
Maricopa County Public Health,Phoenix,AZ,254,,8,81,68580000.0,1,39%
Bayless Healthcare Group,Phoenix,AZ,155,,22,82,41850000.0,1,38%
Accelerate Education,Anthem,AZ,91,2010.0,67,3323,15015000.0,1,38%
Farmers Phoenix,Scottsdale,AZ,64,,0,83,14080000.0,1,8%
University Technology Office at Arizona State University,Tempe,AZ,164,,38 ,84,29520000.0,1,38%
Blackstone Security Services,Phoenix,AZ,71,1993.0,89,85,12354000.0,1,37%
Titan Solar Power,Mesa,AZ,240,2013.0,68,86,58800000.0,5,36%
Flex Technology Group,Mesa,AZ,573,2005.0,4,87,83085000.0,17,-2%
Neighborhood Outreach Access to Health (NOAH),Scottsdale,AZ,68,1997.0,8,88,18360000.0,1,36%
Florence Immigrant and Refugee Rights Project,Florence ,AZ,98,1989.0,54,3514,26460000.0,1,36%
Proctorio,Scottsdale,AZ,73,2013.0,76,89,10585000.0,1,35%
MFRG-ICON Construction,Scottsdale,AZ,70,1993.0,17,90,20300000.0,1,35%
Inspire Communities,Phoenix,AZ,72,2012.0,11,91,0.0,1,20%
Betacom Incorporated,Thonotosassa,AZ,166,,90,3680,0.0,1,35%
POWERHOME SOLAR,Mooresville,NC,378,2014.0,28,1,79380000.0,3,57%
Pendo.io,Raleigh,NC,562,2013.0,4,1,81490000.0,169,22%
Get Spiffy,Raleigh-Durham,NC,88,2014.0,5,2,22088000.0,1,10%
Javara,Winston-Salem,NC,89,2018.0,49,198,9078000.0,1,187%
Levitate,Raleigh,NC,129,2017.0,4,3,18705000.0,1,93%
Velocity Clinical Research,Durham,NC,124,2017.0,40,4,24924000.0,1,148%
Spreedly,Durham,NC,108,2008.0,2,5,14040000.0,6,29%
Ekos,Charlotte,NC,63,2014.0,4,3,9135000.0,1,26%
EnlivenHealthâ„¢,Raleigh,NC,63,,8,6,17010000.0,1,152%
BioCryst Pharmaceuticals,Durham,NC,285,1986.0,14,7,44175000.0,7,48%
insightsoftware,Raleigh,NC,794,2018.0,4,8,115130000.0,28,2%
Printful,Charlotte,NC,543,2013.0,91,4,0.0,1,63%
Feedtrail,Raleigh,NC,29,2015.0,1,9,7830000.0,1,21%
Element451,Raleigh,NC,30,2017.0,76,10,5400000.0,1,20%
Rent Ready,Charlotte,NC,50,2014.0,51,5,11950000.0,2,16%
StrideBio,Durham,NC,61,2015.0,14,11,9455000.0,1,74%
Pairwise Plants,Durham,NC,94,,23,12,25380000.0,1,2%
Aceyus,Charlotte,NC,83,2002.0,4,6,12035000.0,1,57%
CData Software,Chapel Hill,NC,100,,4,13,14500000.0,7,22%
Lighthouse Lab Services,Apex,NC,141,2003.0,8,14,38070000.0,1,124%
LemonBrew,Charlotte,NC,60,2018.0,11,7,0.0,1,122%
Eton Solutions LP,Chapel Hill,NC,138,2015.0,4,15,20010000.0,5,42%
Mako Medical Laboratories,Raleigh,NC,375,2014.0,8,16,101250000.0,3,117%
Mako Medical,Raleigh,NC,367,2014.0,8,17,99090000.0,1,113%
Vantaca,Wilmington,NC,79,2016.0,4,728,11455000.0,1,108%
TeleHealth Solutionￃﾢ￢ﾀﾞￂﾢ,Mooresville,NC,50,2016.0,8,8,13500000.0,1,72%
TCDI,Greensboro,NC,140,1988.0,54,739,37800000.0,1,8%
Popeyes® Careers,Raleigh,NC,424,,52,18,74200000.0,1,116%
Passport,Charlotte,NC,349,2010.0,2,9,45370000.0,10,6%
ExactlyIT Inc.,Durham,NC,63,2019.0,4,19,9135000.0,1,103%
Blue Moon Estate Sales USA,Fuquay-Varina,NC,77,2009.0,35,822,17479000.0,1,103%
Quantum 3 Media,Charlotte,NC,85,,18,10,21250000.0,1,102%
Atlantic Casualty Insurance Co.,Goldsboro,NC,143,1983.0,0,844,31460000.0,1,16%
Contract Freighters,Huntersville,NC,81,,41,11,26568000.0,17,11%
ZynBit,Raleigh,NC,37,2015.0,88,20,5365000.0,1,61%
Bandwidth,Raleigh,NC,941,1999.0,4,21,204113000.0,35,14%
Kevel,Durham,NC,52,2010.0,20,22,0.0,1,58%
Brii Biosciences,Durham,NC,64,2018.0,14,23,9920000.0,4,33%
TrueLearn,Mooresville,NC,102,2013.0,76,12,16830000.0,2,23%
MyWorkChoice,Charlotte,NC,86,,39,13,10320000.0,9,13%
"Asklepios BioPharmaceutical, Inc. (AskBio)",Research Triangle Park,NC,165,2001.0,14,24,25575000.0,1,62%
Millennia,Raleigh,NC,106,,8,25,28620000.0,1,18%
Pine Gate Renewables,Asheville,NC,178,2014.0,28,1099,37380000.0,1,89%
Community Care of North Carolina,Cary,NC,522,,8,26,140940000.0,1,97%
Nucor Steel Berkeley,Huger,NC,128,,34,14,0.0,1,28%
Mosaic Pediatric Therapy,Pineville,NC,112,2016.0,8,15,30240000.0,1,84%
Dogwood State Bank,Raleigh,NC,83,,32,27,17430000.0,1,54%
Second Nature,Raleigh,NC,89,2012.0,5,28,22339000.0,15,-4%
The Social Movement,Fairview,NC,50,2009.0,55,1309,10250000.0,1,108%
Diveplane Corporation,Raleigh,NC,31,2017.0,92,29,4495000.0,1,35%
Go-Forth Pest Control,Greensboro,NC,34,1959.0,29,1424,0.0,1,17%
Leaderboard Branding,Charlotte,NC,30,2017.0,18,16,7500000.0,1,30%
Tergus Pharma,Durham,NC,114,,40,30,22914000.0,1,33%
Premier Lending,Burlingame,NC,112,2009.0,6,1509,23520000.0,1,75%
ArchiveSocial,Durham,NC,94,2011.0,4,31,13630000.0,2,2%
First Carolina Bank,Rocky Mount,NC,64,,6,1522,13440000.0,1,45%
Zippy Shell Incorporated,Wake Forest,NC,106,2007.0,41,32,34768000.0,1,3%
Grover Gaming,GREENVILLE,NC,125,,4,1537,18125000.0,13,23%
Duke Applied Machine Learning Group,Durham,NC,58,2019.0,4,33,8410000.0,1,100%
Bring IT,Cary,NC,76,2015.0,4,34,11020000.0,1,73%
Momentum Learning,Durham,NC,57,2017.0,4,35,8265000.0,1,27%
FHI Clinical Inc.,Durham,NC,104,2019.0,40,36,20904000.0,1,70%
Vestaron Corporation,Durham,NC,56,2005.0,14,37,8680000.0,1,22%
Revco Solutions,Durham,NC,62,,6,38,13020000.0,1,68%
SignalPath,Raleigh,NC,94,2014.0,4,39,13630000.0,1,-4%
Tyrata,Durham,NC,186,,42,40,61380000.0,1,-4%
Amicus.io,Charlotte,NC,33,2013.0,93,17,0.0,1,18%
Biomason,Research Triangle Park,NC,59,2012.0,14,41,9145000.0,1,90%
410 Medical,Durham,NC,31,2013.0,7,42,7781000.0,1,15%
Keller Williams Integrity Real Estate,Durham,NC,58,,11,1928,0.0,1,87%
Well,Chapel Hill,NC,81,2019.0,1,43,21870000.0,20,-1%
Caring.com,Charlotte,NC,224,2007.0,4,18,32480000.0,1,21%
RockBox Fitness Franchise,Huntersville,NC,86,,19,19,23220000.0,1,62%
NHS Cheshire Clinical Commissioning Group (CCG),Macclesfield,NC,76,2020.0,8,1988,20520000.0,1,62%
Spoonflower,Durham,NC,239,,4,44,34655000.0,1,20%
Iluma Alliance,Durham,NC,44,1979.0,14,45,6820000.0,1,83%
JCTM,Charlotte,NC,51,2015.0,4,20,7395000.0,1,82%
Atom Power,Charlotte,NC,35,2014.0,68,21,8575000.0,1,9%
Pryon,Raleigh,NC,41,2017.0,92,46,5945000.0,6,-2%
WCG IRB,Cary,NC,87,1968.0,40,47,17487000.0,1,58%
ServiceMac,Charlotte,NC,144,2017.0,6,22,30240000.0,6,55%
Three Ships,Raleigh,NC,93,2009.0,20,48,23250000.0,1,58%
Alphanumeric Systems,Raleigh,NC,540,1979.0,4,49,78300000.0,1,66%
