,company_name,description,website,funding,industries,num_employees,headquarters,founded_date,industry_groups,full_description,filter,cleaned_description,tokenized text
45,Apres,apres analytics platform built scale explain ai decision making,http://www.apres.io,1663411," Analytics, Artificial Intelligence, Developer APIs, Machine Learning, SaaS",01 to 10 ," San Francisco, California, United States",2018," Artificial Intelligence, Data and Analytics, Science and Engineering, Software","Apres is an analytics platform built to scale and explain AI decision making. It gives a real view of machine decision making and creates a safer, more reliable future.

Their team comes from backgrounds in artificial intelligence and analytics - from Financial Services to Enterprise SaaS.

It was founded in 2018 and is based in San Francisco, California.",Software-2018,apres analytics platform built scale explain ai decision making,"['a', '##p', '##res', 'anal', '##ytic', '##s', 'platform', 'built', 'scale', 'explain', 'a', '##i', 'decision', 'making']"
46,Aquifer Motion,aquifer motion saas platform enables creator team create studiolevel animated video without studio,https://www.aquifermotion.com/,1334473," 3D Technology, Media and Entertainment, SaaS, Software",01 to 10 ," Austin, Texas, United States",2018," Hardware, Media and Entertainment, Software","With Aquifer, anyone can create cinematic, animated content. Our mobile technology transfers your voice and facial expressions to an animated character, capturing all the nuances of human emotion. The resulting video is a cinematically rendered character in a 3d scene. By using machine learning and automation, we remove the frustrating, technical aspects of animation so the focus is on storytelling. The platform combines augmented reality and machine learning to make professional 3D animation accessible for all creators.


Aquifer Motion was founded in 2018 and is based in Austin, Texas, USA.",Software-2018,aquifer motion saas platform enables creator team create studiolevel animated video without studio,"['a', '##qui', '##fer', 'motion', 'sa', '##as', 'platform', 'enables', 'creator', 'team', 'create', 'studio', '##lev', '##el', 'animated', 'video', 'without', 'studio']"
47,Ara Sound Labs,ara sound lab develops audio technology various application,https://www.arasoundlabs.com/,Na," Audio, Media and Entertainment, Music, Software",01 to 10 ," Berkeley, California, United States",2018," Media and Entertainment, Music and Audio, Software",—,Software-2018,ara sound lab develops audio technology various application,"['a', '##ra', 'sound', 'lab', 'develops', 'audio', 'technology', 'various', 'application']"
48,ArbiLex,arbilex leverage predictive analytics empower lawyer litigation funders make datadriven decision crossborder dispute,https://www.arbilex.co,Na," Analytics, Data Visualization, FinTech, Legal",01 to 10 ," Boston, Massachusetts, United States",2018," Data and Analytics, Design, Financial Services, Information Technology, Professional Services, Software","Founded at the Harvard Innovation Labs, ArbiLex is a legal-fintech startup that leverages predictive analytics to empower lawyers and litigation funders to make data-driven decisions in high-stakes cross-border disputes.",Software-2018,arbilex leverage predictive analytics empower lawyer litigation funders make datadriven decision crossborder dispute,"['a', '##rb', '##ile', '##x', 'leverage', 'predict', '##ive', 'anal', '##ytic', '##s', 'em', '##power', 'lawyer', 'litigation', 'fund', '##ers', 'make', 'data', '##dr', '##ive', '##n', 'decision', 'cross', '##bor', '##der', 'dispute']"
49,Arch,arch digitally manages private investment operation investor investment advisor,https://archlabs.com,Na," Hedge Funds, Real Estate Investment, Software, Venture Capital, Wealth Management",01 to 10 ," New York, New York, United States",2018," Financial Services, Lending and Investments, Real Estate, Software","Arch manages private investment operations for leading investors and investment advisors, reinventing private portfolio management through a digital solution that replaces traditionally paper based processes.",Software-2018,arch digitally manages private investment operation investor investment advisor,"['arch', 'digitally', 'manages', 'private', 'investment', 'operation', 'investor', 'investment', 'advisor']"
50,Archeads,archeads real estate property management firm dealing floorplans service,https://archeads.com/,Na," Information Technology, Property Management, Real Estate",01 to 10 ," New York, New York, United States",2018-01-01 00:00:00," Information Technology, Real Estate",—,Software-2018,archeads real estate property management firm dealing floorplans service,"['arch', '##ead', '##s', 'real', 'estate', 'property', 'management', 'firm', 'dealing', 'floor', '##p', '##lan', '##s', 'service']"
51,Ari Coach,ari coach mission make healthy eating simple  accessible everyone,https://aricoach.com/,Na," Mobile Apps, Nutrition, Personal Health",01 to 10 ," Irvine, California, United States",2018," Apps, Food and Beverage, Health Care, Mobile, Software","Ari Coach helps you eat healthier and achieve your fitness goals with personalized meal plans & easy recipes! Reach your daily nutrition targets and build healthy habits with Ari - your accountability buddy. Our meal plans are backed by nutrition science, and exclusively designed by dietitians & athletic trainers to help you practice mindful eating and make healthy eating choices. Whether it’s pre or post-workout snacks, carb-cycling, or macros, we’ve got you covered! Our mission is to make eating healthy as simple & accessible for everyone, everywhere.",Software-2018,ari coach mission make healthy eating simple  accessible everyone,"['a', '##ri', 'coach', 'mission', 'make', 'healthy', 'eating', 'simple', 'accessible', 'everyone']"
52,ARI Recruiting,ari recruiting intelligent recruiting software track athlete provides feedback enhanced decision making,https://arirecruiting.com/,1500000," Computer, Recruiting, Software",01 to 10 ," Austin, Texas, United States",2018-01-01 00:00:00," Consumer Electronics, Hardware, Professional Services, Software",—,Software-2018,ari recruiting intelligent recruiting software track athlete provides feedback enhanced decision making,"['a', '##ri', 'recruiting', 'intelligent', 'recruiting', 'software', 'track', 'athlete', 'provides', 'feedback', 'enhanced', 'decision', 'making']"
53,Arias Intel,aria intel operates digital medium platform tech medium gaming,http://www.ariasintel.com/,Na," Augmented Reality, Consulting, Digital Entertainment, Digital Media, Virtual Reality",01 to 10 ," Tampa, Florida, United States",2018," Hardware, Media and Entertainment, Professional Services, Software","Arias Intel operates as a digital media platform for tech, media, and gaming. The Company's focus is on developing innovative technologies that leverage connectivity, distribution, and social networks. The Company uses its digital platforms to implement its unique marketing strategy that empowers viral and social mechanisms to reach a growing demographic utilizing: (1) mobile apps and gaming, (2) social media, and (3) on-demand delivery.

Founded in 2017, the company is headquartered in Tampa, Florida.",Software-2018,aria intel operates digital medium platform tech medium gaming,"['a', '##ria', 'in', '##tel', 'operates', 'digital', 'medium', 'platform', 'tech', 'medium', 'gaming']"
54,Armarius Software,armarius software provides robotic process automation data loss prevention enhanced capability website filtering service,https://www.armariussoftware.com,Na," Information Technology, Robotics, Security",01 to 10 ," Warrenville, Illinois, United States",2018," Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",—,Software-2018,armarius software provides robotic process automation data loss prevention enhanced capability website filtering service,"['arm', '##ari', '##us', 'software', 'provides', 'robotic', 'process', 'automation', 'data', 'loss', 'prevention', 'enhanced', 'capability', 'website', 'filtering', 'service']"
