,company_name,description,industry_groups,headquarters
205," Cheeze, Inc ",Mint your photos on the blockchain.," Apps, Content and Publishing, Financial Services, Media and Entertainment, Other, Payments, Software",New York
206,Cherry,Cherry is an office perks solution for the modern startup.," Administrative Services, Information Technology, Internet Services, Mobile, Other, Platforms, Software",California
207,ChoreRelief,It's an all-in-one platform," Apps, Commerce and Shopping, Information Technology, Mobile, Other, Real Estate, Sales and Marketing, Software",Illinois
208,Cide Kic,Cide Kic provides a solution for serious pain points within the hospitality industry.," Information Technology, Software, Travel and Tourism",District of Columbia
209,Clean Water AI,"Clean Water AI is an AI that detects dangerous bacterias such as ecoli and cholera, as well as harmful particles."," Artificial Intelligence, Data and Analytics, Natural Resources, Science and Engineering, Software",California
210,ClearAT,ClearAT is a technology startup that provides an automated sales process that allows us to save time.," Information Technology, Sales and Marketing, Software, Transportation",Florida
211,ClearCam,ClearCam provides clinicians with innovative tools and technologies that improve their vision and skill in the operating room.," Health Care, Software",Texas
212,ClearLaw,"ClearLaw provides seamless design, artificial intelligence, and innovative natural language processing tools."," Artificial Intelligence, Data and Analytics, Professional Services, Science and Engineering, Software",California
213,Clerkie,Clerkie is an AI Financial Planner for the 123M underserved Americans looking for answers.," Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software",California
214,Clerksy HR,Clerksy is a new outlook on human capital services for the modern company. #inclusivehr," Administrative Services, Information Technology, Other, Software",California
215,Clickher,"Mobile App, Digital Media, Fashion, Beauty, Style"," Apps, Clothing and Apparel, Community and Lifestyle, Consumer Goods, Design, Media and Entertainment, Mobile, Sales and Marketing, Software",Kentucky
216,Clinicity,"Digital Health, Clinic Workflow Solutions"," Hardware, Health Care, Information Technology, Science and Engineering, Software",California
217,Cloud Cien,Cloud Cien is an IT firm that is delivering cloud technology & customized IT services.," Information Technology, Internet Services, Software",California
218,Code Pilot,Production-grade development environments with coding analytics," Data and Analytics, Education, Information Technology, Internet Services, Software",Texas
219,CodeRecipe,CodeRecipe is a marketplace for developers to grab ready to use cloud solutions.,Software,California
220,Coegil,"Coegil helps anyone load, visualize, and predict with their data in seconds. Made for those on the path from Spreadsheets to Big Data."," Artificial Intelligence, Data and Analytics, Design, Financial Services, Information Technology, Science and Engineering, Software",Connecticut
221,Cognaisent,"Cognaisent specializes in the fields of machine learning, deep learning, artificial intelligence, drug discovery, and molecular analysis."," Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",Massachusetts
222,Cognida,Cognida Network and its open source platform enable enterprises to more securely manage connected devices.,Information Technology,Texas
223,Command E,Command E develops unified desktop search tool that helps uses quickly scour for files and data sources across nearly every app they use.," Internet Services, Software",California
224,Common Interest,"Blockchain, Decentralized Organization, Crypto, Cryptocurrencies"," Financial Services, Other, Payments, Software",California
225,Commonwealth Labs,Commonwealth Labs is a governance startup offering a new twist on token airdrops.," Financial Services, Information Technology, Payments, Software",California
226,CompanionMx,CompanionMx is a digital health technology company.," Biotechnology, Health Care, Mobile, Science and Engineering",Massachusetts
227,Complete Technology Solutions,"Comprehensive IT solutions for businesses of all sizes, Complete Tech Solutions is here to actively manage your end-to-end IT needs.",Information Technology,California
228,Composio,"The most innovative writing platform available. Designed to make self-publishing easy, accessible and shareable across any device. "," Content and Publishing, Media and Entertainment, Software",Texas
229,Compt,"Compt is a perk management software that helps companies create, manage, and streamline perk stipends that delight employees.",Software,Massachusetts
230,ConaLogix,"ConaLogix LLC specializes in Biotech, Pharmaceutical and Life-Science focused IT Consulting and Solutions."," Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering",Massachusetts
231,Concreit,Concreit provides real estate software.," Real Estate, Software",Washington
232,Condeto,Condeto is a nimble property management tool built for the modern age.,Information Technology,New York
233,Confetti Collective,Confetti Collective is a  Retailing Company," Commerce and Shopping, Hardware, Other, Software",New York
234,Conflict Coach,Conflict Coach is Just for you! Receive in-depth coaching and a personalized quick reference guide to a constructive conflict conversation.," Education, Software",Pennsylvania
235,ConnectATD,"Software & Mobile App Development, Web Design, Digital Marketing"," Advertising, Apps, Information Technology, Mobile, Sales and Marketing, Software",New York
